met type,date,mean/sum,min,max,%complete,comments
Wind speed,03/06/2013,1.4429,,3.52,100,
Wind speed,04/06/2013,2.6402,,4.028,100,
Wind speed,05/06/2013,2.1264,,3.171,100,
Wind speed,06/06/2013,2.6857,,3.569,100,
Wind speed,07/06/2013,3.0565,,4.312,100,
Wind speed,08/06/2013,3.8258,,4.904,100,
Wind speed,09/06/2013,2.9315,,4.559,100,
Wind speed,10/06/2013,0.7924,,1.885,100,
Wind speed,11/06/2013,1.4073,,2.56,100,
Wind speed,12/06/2013,3.1162,,3.88,100,
Wind speed,13/06/2013,2.8288,,3.774,100,
Wind speed,14/06/2013,2.0728,,3.544,100,
Wind speed,15/06/2013,3.159,,4.894,100,
Wind speed,16/06/2013,1.2415,,1.947,100,
Wind speed,17/06/2013,2.2099,,3.375,100,
Wind speed,18/06/2013,0.9725,,2.187,100,
Wind speed,19/06/2013,1.0943,,2.784,100,
Wind speed,20/06/2013,0.8779,,1.669,100,
Wind speed,21/06/2013,1.6158,,2.729,100,
Wind speed,22/06/2013,3.2618,,4.119,100,
Wind speed,23/06/2013,2.3764,,3.043,100,
Wind speed,24/06/2013,1.5454,,2.352,100,
Wind speed,25/06/2013,1.0846,,2.063,100,
Wind speed,26/06/2013,1.2016,,2.3,100,
Wind speed,27/06/2013,1.9215,,3.014,100,
Wind speed,28/06/2013,1.3591,,2.18,100,
Wind speed,29/06/2013,1.5531,,2.819,100,
Wind speed,30/06/2013,1.4578,,2.973,100,
Wind speed,01/07/2013,1.1042,,1.944,100,
Wind speed,02/07/2013,1.636,,2.787,100,
Wind speed,03/07/2013,1.5147,,2.495,100,
Wind speed,04/07/2013,1.5128,,2.8,100,
Wind speed,05/07/2013,1.2861,,2.398,100,
Wind speed,06/07/2013,0.492,,1.249,100,
Wind speed,07/07/2013,1.0541,,2.612,100,
Wind speed,08/07/2013,2.2471,,3.719,100,
Wind speed,09/07/2013,2.1243,,3.773,100,
Wind speed,10/07/2013,2.8082,,4.023,100,
Wind speed,11/07/2013,1.9329,,2.788,100,
Wind speed,12/07/2013,1.1749,,1.953,100,
Wind speed,13/07/2013,1.149,,2.487,100,
Wind speed,14/07/2013,1.0183,,2.225,100,
Wind speed,15/07/2013,1.4728,,2.778,100,
Wind speed,16/07/2013,0.7853,,2.171,100,
Wind speed,17/07/2013,0.7419,,2.38,100,
Wind speed,18/07/2013,1.3339,,3.281,100,
Wind speed,19/07/2013,2.0117,,2.968,100,
Wind speed,20/07/2013,2.3115,,3.326,100,
Wind speed,21/07/2013,1.2917,,2.227,100,
Wind speed,22/07/2013,1.1306,,2.64,100,
Wind speed,23/07/2013,0.9298,,2.201,100,
Wind speed,24/07/2013,1.4395,,2.662,100,
Wind speed,25/07/2013,1.411,,2.94,100,
Wind speed,26/07/2013,0.6475,,1.786,100,
Wind speed,27/07/2013,0.8456,,2.182,100,
Wind speed,28/07/2013,2.3503,,3.624,100,
Wind speed,29/07/2013,2.4287,,3.76,100,
Wind speed,30/07/2013,1.6233,,2.99,100,
Wind speed,31/07/2013,1.705,,2.798,100,
Wind speed,01/08/2013,1.5791,,3.122,100,
Wind speed,02/08/2013,1.497,,2.68,100,
Wind speed,03/08/2013,2.09,,3.689,100,
Wind speed,04/08/2013,1.8833,,3.239,100,
Wind speed,05/08/2013,1.3603,,2.894,100,
Wind speed,06/08/2013,0.8812,,2.524,100,
Wind speed,07/08/2013,1.2979,,3.259,100,
Wind speed,08/08/2013,1.0728,,2.648,100,
Wind speed,09/08/2013,1.6372,,2.394,100,
Wind speed,10/08/2013,1.1246,,2.172,100,
Wind speed,11/08/2013,1.264,,2.402,100,
Wind speed,12/08/2013,1.4132,,2.828,100,
Wind speed,13/08/2013,1.1597,,2.518,100,
Wind speed,14/08/2013,1.2286,,2.214,100,
Wind speed,15/08/2013,2.0841,,3.605,100,
Wind speed,16/08/2013,1.7143,,2.358,100,
Wind speed,17/08/2013,2.3095,,3.274,100,
Wind speed,18/08/2013,1.3698,,2.298,100,
Wind speed,19/08/2013,0.9988,,1.896,100,
Wind speed,20/08/2013,0.8578,,1.727,100,
Wind speed,21/08/2013,0.989,,2.125,100,
Wind speed,22/08/2013,1.3331,,2.286,100,
Wind speed,23/08/2013,0.906,,2.338,100,
Wind speed,24/08/2013,1.7373,,2.974,100,
Wind speed,25/08/2013,2.3001,,3.411,100,
Wind speed,26/08/2013,1.9065,,3.522,100,
Wind speed,27/08/2013,1.139,,2.673,100,
Wind speed,28/08/2013,1.5891,,3.218,100,
Wind speed,29/08/2013,1.1916,,2.015,100,
Wind speed,30/08/2013,1.3949,,2.365,100,
Wind speed,31/08/2013,2.4792,,4.323,100,
Wind speed,01/09/2013,1.4045,,2.006,100,
Wind speed,02/09/2013,1.3818,,2.253,100,
Wind speed,03/09/2013,0.7949,,2.211,100,
Wind speed,04/09/2013,0.7682,,2.078,100,
Wind speed,05/09/2013,0.8964,,1.887,100,
Wind speed,06/09/2013,0.9905,,2.102,100,
Wind speed,07/09/2013,1.0559,,2.886,100,
Wind speed,08/09/2013,0.9122,,1.982,100,
Wind speed,09/09/2013,1.088,,2.547,100,
Wind speed,10/09/2013,2.2219,,3.328,100,
Wind speed,11/09/2013,2.0963,,4.285,100,
Wind speed,12/09/2013,0.4653,,1.315,100,
Wind speed,13/09/2013,1.4027,,3.173,100,
Wind speed,14/09/2013,2.3558,,3.643,100,
Wind speed,15/09/2013,2.0457,,3.852,100,
Wind speed,16/09/2013,2.0783,,3.225,100,
Wind speed,17/09/2013,1.826,,2.72,100,
Wind speed,18/09/2013,1.6245,,2.578,100,
Wind speed,19/09/2013,1.6291,,3.706,100,
Wind speed,20/09/2013,0.8751,,1.562,100,
Wind speed,21/09/2013,1.0722,,2.512,100,
Wind speed,22/09/2013,0.3362,,0.681,100,
Wind speed,23/09/2013,0.5903,,1.392,100,
Wind speed,24/09/2013,0.4375,,1.651,100,
Wind speed,25/09/2013,0.4762,,1.775,100,
Wind speed,26/09/2013,1.0429,,1.759,100,
Wind speed,27/09/2013,1.3303,,2.119,100,
Wind speed,28/09/2013,1.7668,,2.447,100,
Wind speed,29/09/2013,1.6815,,2.767,100,
Wind speed,30/09/2013,0.8484,,1.49,100,
Wind speed,01/10/2013,1.1321,,1.712,100,
Wind speed,02/10/2013,1.2664,,2.582,100,
Wind speed,03/10/2013,1.6096,,3.281,100,
Wind speed,04/10/2013,2.1245,,3.175,100,
Wind speed,05/10/2013,0.7805,,1.731,100,
Wind speed,06/10/2013,0.6575,,1.516,100,
Wind speed,07/10/2013,0.784,,1.343,100,
Wind speed,08/10/2013,0.9169,,1.592,100,
Wind speed,09/10/2013,1.6612,,3.995,100,
Wind speed,10/10/2013,3.8754,,5.295,100,
Wind speed,11/10/2013,4.7106,,5.962,100,
Wind speed,12/10/2013,1.6781,,6.2,100,
Wind speed,13/10/2013,1.5128,,2.827,100,
Wind speed,14/10/2013,1.2102,,1.657,100,
Wind speed,15/10/2013,1.1248,,2.221,100,
Wind speed,16/10/2013,1.3372,,2.222,100,
Wind speed,17/10/2013,1.3441,,1.956,100,
Wind speed,18/10/2013,1.4625,,2.883,100,
Wind speed,19/10/2013,1.7927,,2.335,100,
Wind speed,20/10/2013,2.3785,,3.604,100,
Wind speed,21/10/2013,2.7741,,4.389,100,
Wind speed,22/10/2013,2.9651,,3.718,100,
Wind speed,23/10/2013,2.2629,,4.541,100,
Wind speed,24/10/2013,1.087,,1.883,100,
Wind speed,25/10/2013,2.3399,,3.2,100,
Wind speed,26/10/2013,3.0455,,4.562,100,
Wind speed,27/10/2013,3.2126,,4.583,100,
Wind speed,28/10/2013,3.5542,,5.789,100,
Wind speed,29/10/2013,1.4287,,2.285,100,
Wind speed,30/10/2013,0.8809,,2.013,100,
Wind speed,31/10/2013,0.9673,,2.307,100,
Wind speed,01/11/2013,1.2711,,2.319,100,
Wind speed,02/11/2013,2.3794,,3.274,100,
Wind speed,03/11/2013,2.4257,,3.585,100,
Wind speed,04/11/2013,2.5535,,6.062,100,
Wind speed,05/11/2013,1.8678,,3.181,100,
Wind speed,06/11/2013,2.4548,,4.312,100,
Wind speed,07/11/2013,0.9248,,2.769,100,
Wind speed,08/11/2013,0.7127,,1.974,100,
Wind speed,09/11/2013,0.725,,1.788,100,
Wind speed,10/11/2013,1.4353,,3.479,100,
Wind speed,11/11/2013,1.9171,,3.648,100,
Wind speed,12/11/2013,1.7767,,3.359,100,
Wind speed,13/11/2013,0.9511,,2.228,100,
Wind speed,14/11/2013,2.8243,,5.052,100,
Wind speed,15/11/2013,2.5396,,4.781,100,
Wind speed,16/11/2013,0.8162,,2.121,100,
Wind speed,17/11/2013,0.5476,,1.801,100,
Wind speed,18/11/2013,0.7717,,2.343,100,
Wind speed,19/11/2013,2.0449,,4.008,100,
Wind speed,20/11/2013,2.092,,3.35,100,
Wind speed,21/11/2013,4.0304,,6.765,100,
Wind speed,22/11/2013,3.493,,4.71,100,
Wind speed,23/11/2013,3.2042,,4.046,100,
Wind speed,24/11/2013,2.7399,,3.527,100,
Wind speed,25/11/2013,2.3066,,3.187,100,
Wind speed,26/11/2013,1.4251,,2.526,100,
Wind speed,27/11/2013,0.7379,,2.117,100,
Wind speed,28/11/2013,1.0053,,1.987,100,
Wind speed,29/11/2013,1.6087,,3.092,100,
Wind speed,30/11/2013,2.5742,,3.905,100,
Wind speed,01/12/2013,0.6371,,1.669,100,
Wind speed,02/12/2013,0.51,,1.867,100,
Wind speed,03/12/2013,0.597,,1.548,100,
Wind speed,04/12/2013,1.3895,,2.927,100,
Wind speed,05/12/2013,2.5203,,4.286,100,
Wind speed,06/12/2013,1.3561,,2.302,100,
Wind speed,07/12/2013,1.2146,,1.711,100,
Wind speed,08/12/2013,1.8304,,2.32,100,
Wind speed,09/12/2013,1.1398,,1.688,100,
Wind speed,10/12/2013,0.6612,,1.826,100,
Wind speed,11/12/2013,0.6591,,1.687,100,
Wind speed,12/12/2013,1.612,,2.14,100,
Wind speed,13/12/2013,1.9413,,2.994,100,
Wind speed,14/12/2013,2.7977,,4.454,100,
Wind speed,15/12/2013,3.1275,,4.337,100,
Wind speed,16/12/2013,2.677,,4.668,100,
Wind speed,17/12/2013,0.6326,,3.268,100,
Wind speed,18/12/2013,3.495,,6.752,100,
Wind speed,19/12/2013,1.618,,2.726,100,
Wind speed,20/12/2013,2.877,,4.94,100,
Wind speed,21/12/2013,4.2541,,5.4,100,
Wind speed,22/12/2013,2.2825,,3.332,100,
Wind speed,23/12/2013,4.8552,,8.04,100,
Wind speed,24/12/2013,2.9362,,8.17,100,
Wind speed,25/12/2013,0.653,,2.292,100,
Wind speed,26/12/2013,1.2947,,5.727,100,
Wind speed,27/12/2013,3.8135,,6.792,100,
Wind speed,28/12/2013,0.9962,,2.111,100,
Wind speed,29/12/2013,1.3473,,3.837,100,
Wind speed,30/12/2013,3.4097,,6.536,100,
Wind speed,31/12/2013,2.9356,,4.909,100,
Wind speed,01/01/2014,4.6193,,6.75,96,
Wind speed,02/01/2014,2.7654,,4.791,100,
Wind speed,03/01/2014,3.6662,,5.575,100,
Wind speed,04/01/2014,2.804,,5.823,100,
Wind speed,05/01/2014,2.6419,,4.869,100,
Wind speed,06/01/2014,4.3742,,5.229,100,
Wind speed,07/01/2014,3.6782,,4.709,100,
Wind speed,08/01/2014,2.2665,,3.862,100,
Wind speed,09/01/2014,2.8457,,4.796,100,
Wind speed,10/01/2014,1.4445,,2.137,100,
Wind speed,11/01/2014,1.2717,,2.34,100,
Wind speed,12/01/2014,2.117,,3.781,100,
Wind speed,13/01/2014,1.8644,,3.267,100,
Wind speed,14/01/2014,1.185,,3.603,100,
Wind speed,15/01/2014,2.6486,,4.106,100,
Wind speed,16/01/2014,2.6445,,4.336,100,
Wind speed,17/01/2014,2.0322,,3.093,100,
Wind speed,18/01/2014,2.5601,,3.254,100,
Wind speed,19/01/2014,1.1278,,3.076,100,
Wind speed,20/01/2014,0.359,,1.086,100,
Wind speed,21/01/2014,1.481,,3.575,100,
Wind speed,22/01/2014,1.212,,2.956,100,
Wind speed,23/01/2014,1.7773,,3.688,100,
Wind speed,24/01/2014,1.621,,3.281,100,
Wind speed,25/01/2014,2.0917,,5.162,100,
Wind speed,26/01/2014,2.6593,,4.742,100,
Wind speed,27/01/2014,2.3317,,3.193,100,
Wind speed,28/01/2014,2.1015,,3.147,100,
Wind speed,29/01/2014,1.3642,,2.236,100,
Wind speed,30/01/2014,1.2225,,2.626,100,
Wind speed,31/01/2014,2.7257,,5.159,100,
Wind speed,01/02/2014,3.2403,,4.764,100,
Wind speed,02/02/2014,2.1125,,3.438,100,
Wind speed,03/02/2014,2.9139,,3.945,100,
Wind speed,04/02/2014,3.1646,,5.463,100,
Wind speed,05/02/2014,5.041,,6.655,100,
Wind speed,06/02/2014,2.802,,4.384,100,
Wind speed,07/02/2014,3.2532,,5.026,100,
Wind speed,08/02/2014,4.4723,,6.428,100,
Wind speed,09/02/2014,3.4715,,5.154,100,
Wind speed,10/02/2014,1.1266,,2.465,100,
Wind speed,11/02/2014,2.708,,5.629,100,
Wind speed,12/02/2014,3.8143,,6.657,100,
Wind speed,13/02/2014,2.2344,,3.439,100,
Wind speed,14/02/2014,3.9058,,7.48,100,
Wind speed,15/02/2014,4.2525,,6.557,100,
Wind speed,16/02/2014,1.4005,,2.222,100,
Wind speed,17/02/2014,2.8014,,4.118,100,
Wind speed,18/02/2014,1.63,,2.705,100,
Wind speed,19/02/2014,1.5498,,3.328,100,
Wind speed,20/02/2014,2.7782,,3.52,100,
Wind speed,21/02/2014,2.073,,3.407,100,
Wind speed,22/02/2014,2.1887,,3.278,100,
Wind speed,23/02/2014,3.9858,,5.278,100,
Wind speed,24/02/2014,2.4573,,4.701,100,
Wind speed,25/02/2014,2.8346,,4.305,100,
Wind speed,26/02/2014,1.4999,,2.52,100,
Wind speed,27/02/2014,2.5586,,4.686,100,
Wind speed,28/02/2014,1.6278,,3.615,100,
Wind speed,01/03/2014,1.2364,,2.068,100,
Wind speed,02/03/2014,2.8172,,5.865,100,
Wind speed,03/03/2014,1.0251,,1.982,100,
Wind speed,04/03/2014,0.9699,,1.858,100,
Wind speed,05/03/2014,0.6781,,2.019,100,
Wind speed,06/03/2014,1.8195,,3.44,100,
Wind speed,07/03/2014,1.5131,,3.073,100,
Wind speed,08/03/2014,2.3278,,3.968,100,
Wind speed,09/03/2014,2.1193,,3.326,100,
Wind speed,10/03/2014,2.8887,,4.334,100,
Wind speed,11/03/2014,2.9302,,3.664,100,
Wind speed,12/03/2014,1.2826,,2.269,100,
Wind speed,13/03/2014,0.6566,,1.931,100,
Wind speed,14/03/2014,0.7835,,2.232,100,
Wind speed,15/03/2014,2.0898,,2.98,100,
Wind speed,16/03/2014,1.8664,,2.673,100,
Wind speed,17/03/2014,1.3236,,3.221,100,
Wind speed,18/03/2014,2.0645,,3.812,100,
Wind speed,19/03/2014,2.3975,,3.331,100,
Wind speed,20/03/2014,3.1571,,4.258,100,
Wind speed,21/03/2014,2.4742,,4.637,100,
Wind speed,22/03/2014,2.0461,,3.988,100,
Wind speed,23/03/2014,1.8901,,4.556,100,
Wind speed,24/03/2014,1.9658,,3.763,100,
Wind speed,25/03/2014,1.5667,,2.697,100,
Wind speed,26/03/2014,1.9633,,3.12,100,
Wind speed,27/03/2014,0.7323,,1.865,100,
Wind speed,28/03/2014,1.4415,,3.692,100,
Wind speed,29/03/2014,1.596,,3.454,100,
Wind speed,30/03/2014,0.929,,2.724,100,
Wind speed,31/03/2014,0.8728,,2.369,100,
Wind speed,01/04/2014,0.3372,,1.118,100,
Wind speed,02/04/2014,0.9233,,1.988,100,
Wind speed,03/04/2014,0.9893,,2.422,100,
Wind speed,04/04/2014,1.3807,,2.355,100,
Wind speed,05/04/2014,1.7515,,3.067,100,
Wind speed,06/04/2014,2.8585,,3.555,100,
Wind speed,07/04/2014,2.6657,,3.302,100,
Wind speed,08/04/2014,2.1495,,3.135,100,
Wind speed,09/04/2014,1.0695,,2.193,100,
Wind speed,10/04/2014,0.8845,,2.083,100,
Wind speed,11/04/2014,1.6855,,3.003,100,
Wind speed,12/04/2014,1.3767,,2.572,100,
Wind speed,13/04/2014,1.4452,,2.392,100,
Wind speed,14/04/2014,2.0195,,4.068,100,
Wind speed,15/04/2014,1.0214,,2.192,100,
Wind speed,16/04/2014,0.9524,,2.545,100,
Wind speed,17/04/2014,1.6003,,2.616,100,
Wind speed,18/04/2014,2.482,,3.787,100,
Wind speed,19/04/2014,1.9453,,2.968,100,
Wind speed,20/04/2014,2.4017,,4.059,100,
Wind speed,21/04/2014,0.5914,,1.934,100,
Wind speed,22/04/2014,1.23,,2.831,100,
Wind speed,23/04/2014,1.6335,,2.939,100,
Wind speed,24/04/2014,0.3174,,1.723,100,
Wind speed,25/04/2014,1.8445,,3.595,100,
Wind speed,26/04/2014,3.0437,,4.31,100,
Wind speed,27/04/2014,1.5395,,2.816,100,
Wind speed,28/04/2014,1.3326,,2.484,100,
Wind speed,29/04/2014,0.5608,,1.794,100,
Wind speed,30/04/2014,1.1158,,2.602,100,
Wind speed,01/05/2014,1.0072,,3.067,100,
Wind speed,02/05/2014,2.9167,,3.709,100,
Wind speed,03/05/2014,1.166,,2.42,100,
Wind speed,04/05/2014,1.0797,,2.284,100,
Wind speed,05/05/2014,1.7639,,3.399,100,
Wind speed,06/05/2014,2.202,,3.138,100,
Wind speed,07/05/2014,2.2677,,3.333,100,
Wind speed,08/05/2014,2.2663,,3.403,100,
Wind speed,09/05/2014,2.3625,,3.496,100,
Wind speed,10/05/2014,3.1822,,4.415,100,
Wind speed,11/05/2014,2.7979,,3.514,100,
Wind speed,12/05/2014,1.5701,,2.236,100,
Wind speed,13/05/2014,1.305,,3.077,100,
Wind speed,14/05/2014,1.4031,,2.867,100,
Wind speed,15/05/2014,0.6024,,2.282,100,
Wind speed,16/05/2014,0.468,,1.56,100,
Wind speed,17/05/2014,0.3882,,1.167,100,
Wind speed,18/05/2014,1.1273,,2.636,100,
Wind speed,19/05/2014,1.0825,,2.561,100,
Wind speed,20/05/2014,1.2536,,3.098,100,
Wind speed,21/05/2014,0.6298,,1.873,100,
Wind speed,22/05/2014,1.2999,,3.098,100,
Wind speed,23/05/2014,2.4571,,4.32,100,
Wind speed,24/05/2014,1.5954,,2.695,100,
Wind speed,25/05/2014,1.9866,,3.487,100,
Wind speed,26/05/2014,1.9861,,3.651,100,
Wind speed,27/05/2014,2.8139,,3.718,100,
Wind speed,28/05/2014,1.6189,,2.918,100,
Wind speed,29/05/2014,0.9548,,2.431,100,
Wind speed,30/05/2014,1.183,,2.425,100,
Wind speed,31/05/2014,0.695,,1.961,100,
Wind speed,01/06/2014,1.2044,,2.081,100,
Wind speed,02/06/2014,0.9162,,1.862,100,
Wind speed,03/06/2014,0.315,,1.386,100,
Wind speed,04/06/2014,0.6878,,2.207,100,
Wind speed,05/06/2014,1.6985,,2.87,100,
Wind speed,06/06/2014,0.5486,,1.98,100,
Wind speed,07/06/2014,0.2334,,0.875,100,
Wind speed,08/06/2014,0.2548,,1.08,100,
Wind speed,09/06/2014,0.2135,,1.177,100,
Wind speed,10/06/2014,0.9167,,2.954,100,
Wind speed,11/06/2014,0.2468,,0.705,100,
Wind speed,12/06/2014,0.5597,,2.099,100,
Wind speed,13/06/2014,0.5414,,1.628,100,
Wind speed,14/06/2014,0.8616,,2.042,100,
Wind speed,15/06/2014,1.0139,,2.921,100,
Wind speed,16/06/2014,1.6072,,2.367,100,
Wind speed,17/06/2014,2.2612,,3.257,100,
Wind speed,18/06/2014,1.154,,2.067,100,
Wind speed,19/06/2014,0.8742,,2.756,100,
Wind speed,20/06/2014,0.2742,,1.401,100,
Wind speed,21/06/2014,0.1793,,0.778,100,
Wind speed,22/06/2014,0.3219,,1.07,100,
Wind speed,23/06/2014,0.0822,,1.091,100,
Wind speed,24/06/2014,1.1298,,2.166,100,
Wind speed,25/06/2014,0.5688,,1.221,100,
Wind speed,26/06/2014,0.2364,,0.869,100,
Wind speed,27/06/2014,0.7639,,2.103,100,
Wind speed,28/06/2014,0.2672,,2.146,100,
Wind speed,29/06/2014,1.1747,,2.172,100,
Wind speed,30/06/2014,0.2253,,0.885,100,
Wind speed,01/07/2014,0.2691,,1.261,100,
Wind speed,02/07/2014,0.1906,,1.045,100,
Wind speed,03/07/2014,0.8758,,2.32,100,
Wind speed,04/07/2014,1.2228,,2.522,100,
Wind speed,05/07/2014,0.8217,,1.742,100,
Wind speed,06/07/2014,0.3613,,1.192,100,
Wind speed,07/07/2014,0.3787,,1.646,100,
Wind speed,08/07/2014,0.1488,,0.671,100,
Wind speed,09/07/2014,2.4436,,3.534,100,
Wind speed,10/07/2014,2.0767,,3.5,100,
Wind speed,11/07/2014,0.9787,,2.427,100,
Wind speed,12/07/2014,0.4101,,1.668,100,
Wind speed,13/07/2014,0.7396,,2.393,100,
Wind speed,14/07/2014,0.7921,,2.04,100,
Wind speed,15/07/2014,0.5428,,1.467,100,
Wind speed,16/07/2014,0.2977,,0.82,100,
Wind speed,17/07/2014,0.2443,,0.579,100,
Wind speed,18/07/2014,0.4964,,1.279,100,
Wind speed,19/07/2014,0.2672,,1.517,100,
Wind speed,20/07/2014,0.3589,,1.136,100,
Wind speed,21/07/2014,1.011,,1.755,100,
Wind speed,22/07/2014,1.1164,,2.139,100,
Wind speed,23/07/2014,1.0562,,2.15,100,
Wind speed,24/07/2014,0.877,,2.109,100,
Wind speed,25/07/2014,0.8411,,1.931,100,
Wind speed,26/07/2014,0.6643,,1.998,100,
Wind speed,27/07/2014,0.8065,,2.181,100,
Wind speed,28/07/2014,1.2178,,2.435,100,
Wind speed,29/07/2014,1.3127,,2.215,100,
Wind speed,30/07/2014,0.7798,,1.835,100,
Wind speed,31/07/2014,0.3085,,0.936,100,
Wind speed,01/08/2014,0.4373,,1.999,100,
Wind speed,02/08/2014,0.9602,,2.892,100,
Wind speed,03/08/2014,0.5006,,1.799,100,
Wind speed,04/08/2014,0.1687,,0.909,100,
Wind speed,05/08/2014,0.4833,,1.807,100,
Wind speed,06/08/2014,0.1391,,0.754,100,
Wind speed,07/08/2014,0.0588,,0.489,100,
Wind speed,08/08/2014,0.0304,,0.256,100,
Wind speed,09/08/2014,0.5588,,1.696,100,
Wind speed,10/08/2014,1.3925,,2.9,100,
Wind speed,11/08/2014,0.6847,,2.396,100,
Wind speed,12/08/2014,0.8757,,2.547,100,
Wind speed,13/08/2014,0.4534,,1.384,100,
Wind speed,14/08/2014,0.0713,,0.41,100,
Wind speed,15/08/2014,0.1645,,0.557,100,
Wind speed,16/08/2014,0.2892,,0.668,100,
Wind speed,17/08/2014,0.8766,,2.02,100,
Wind speed,18/08/2014,0.3529,,1.352,100,
Wind speed,19/08/2014,0.3784,,1.344,100,
Wind speed,20/08/2014,0.2872,,1.103,100,
Wind speed,21/08/2014,0.1326,,0.533,100,
Wind speed,22/08/2014,0.347,,1.595,100,
Wind speed,23/08/2014,0.2536,,1.379,100,
Wind speed,24/08/2014,0.1299,,0.783,100,
Wind speed,25/08/2014,0.3857,,1.422,100,
Wind speed,26/08/2014,0.2922,,1.509,100,
Wind speed,27/08/2014,0.3915,,1.107,100,
Wind speed,28/08/2014,0.6258,,1.66,100,
Wind speed,29/08/2014,0.6742,,1.673,100,
Wind speed,30/08/2014,0.3268,,1.332,100,
Wind speed,31/08/2014,0.0774,,0.462,100,
Wind speed,01/09/2014,0.0333,,0.276,100,
Wind speed,02/09/2014,0.1483,,0.48,100,
Wind speed,03/09/2014,0.1231,,0.532,100,
Wind speed,04/09/2014,0.154,,0.841,100,
Wind speed,05/09/2014,0.0384,,0.201,100,
Wind speed,06/09/2014,0.01,,0.01,100,
Wind speed,07/09/2014,0.0253,,0.148,100,
Wind speed,08/09/2014,0.0264,,0.226,100,
Wind speed,09/09/2014,0.0237,,0.221,100,
Wind speed,10/09/2014,0.0788,,0.464,100,
Wind speed,11/09/2014,0.0793,,0.522,100,
Wind speed,12/09/2014,0.0542,,0.479,100,
Wind speed,13/09/2014,0.1715,,1.037,100,
Wind speed,14/09/2014,0.3072,,1.352,100,
Wind speed,15/09/2014,0.0478,,0.36,100,
Wind speed,16/09/2014,0.1268,,0.741,100,
Wind speed,17/09/2014,0.7194,,2.107,100,
Wind speed,18/09/2014,0.3461,,1.434,100,
Wind speed,19/09/2014,0.0163,,0.072,100,
Wind speed,20/09/2014,0.4224,,1.39,100,
Wind speed,21/09/2014,1.5724,,3.253,100,
Wind speed,22/09/2014,0.1248,,0.516,100,
Wind speed,23/09/2014,0.0188,,0.109,100,
Wind speed,24/09/2014,0.3683,,1.711,100,
Wind speed,25/09/2014,0.1268,,0.433,100,
Wind speed,26/09/2014,0.1032,,0.688,100,
Wind speed,27/09/2014,0.01,,0.01,100,
Wind speed,28/09/2014,0.01,,0.054,100,
Wind speed,29/09/2014,0.03,,0.3,100,
Wind speed,30/09/2014,0.0766,,0.323,100,
Wind speed,01/10/2014,0.1352,,0.446,100,
Wind speed,02/10/2014,0.0273,,0.236,100,
Wind speed,03/10/2014,0.092,,0.517,100,
Wind speed,04/10/2014,0.4989,,2.182,100,
Wind speed,05/10/2014,0.0368,,0.208,100,
Wind speed,06/10/2014,0.9701,,2.537,100,
Wind speed,07/10/2014,0.1785,,0.888,100,
Wind speed,08/10/2014,0.5459,,2.435,100,
Wind speed,09/10/2014,1.1526,,3.664,100,
Wind speed,10/10/2014,0.1594,,1.081,100,
Wind speed,11/10/2014,0.0177,,0.142,100,
Wind speed,12/10/2014,0.9174,,3.273,100,
Wind speed,13/10/2014,2.2894,,4.918,100,
Wind speed,14/10/2014,0.2844,,0.683,100,
Wind speed,15/10/2014,0.3357,,1.463,100,
Wind speed,16/10/2014,0.3633,,1.277,100,
Wind speed,17/10/2014,0.7398,,1.244,100,
Wind speed,18/10/2014,0.6288,,1.505,100,
Wind speed,19/10/2014,0.7792,,1.892,100,
Wind speed,20/10/2014,0.2765,,0.757,100,
Wind speed,21/10/2014,2.0545,,3.473,100,
Wind speed,22/10/2014,0.8531,,1.616,100,
Wind speed,23/10/2014,1.0364,,1.507,100,
Wind speed,24/10/2014,0.4397,,0.824,100,
Wind speed,25/10/2014,0.3604,,1.002,100,
Wind speed,26/10/2014,0.7752,,1.852,100,
Wind speed,27/10/2014,1.0664,,3.283,100,
Wind speed,28/10/2014,0.3358,,0.953,100,
Wind speed,29/10/2014,0.0145,,0.302,100,
Wind speed,30/10/2014,0.0885,,0.321,100,
Wind speed,31/10/2014,0.0738,,0.609,100,
Wind speed,01/11/2014,0.4961,,1.656,100,
Wind speed,02/11/2014,0.7409,,2.127,100,
Wind speed,03/11/2014,0.1599,,1.185,100,
Wind speed,04/11/2014,0.0943,,1.331,100,
Wind speed,05/11/2014,0.7843,,2.416,100,
Wind speed,06/11/2014,1.2511,,3.068,100,
Wind speed,07/11/2014,1.6531,,3.515,100,
Wind speed,08/11/2014,1.1741,,4.179,100,
Wind speed,09/11/2014,0.01,,0.02,100,
Wind speed,10/11/2014,0.537,,3.293,100,
Wind speed,11/11/2014,1.1695,,2.514,100,
Wind speed,12/11/2014,0.5998,,2.028,100,
Wind speed,13/11/2014,1.0848,,2.544,100,
Wind speed,14/11/2014,0.1994,,1.042,100,
Wind speed,15/11/2014,0.01,,0.01,100,
Wind speed,16/11/2014,0.273,,1.699,100,
Wind speed,17/11/2014,0.2574,,0.628,100,
Wind speed,18/11/2014,0.1779,,0.385,58,
Wind speed,19/11/2014,,,,0,
Wind speed,20/11/2014,,,,0,
Wind speed,21/11/2014,,,,0,
Wind speed,22/11/2014,,,,0,
Wind speed,23/11/2014,,,,0,
Wind speed,24/11/2014,,,,0,
Wind speed,25/11/2014,,,,0,
Wind speed,26/11/2014,,,,0,
